0,0.0106775
100,0.0125283
200,0.0141591
300,0.016179
400,0.0184967
500,0.0205585
600,0.0219923
700,0.023579
800,0.0260656
900,0.0281203
1000,0.0303442
1100,0.0312891
1200,0.0330963
1300,0.03469
1400,0.0359106
1500,0.0375661
1600,0.0393333
1700,0.0404249
1800,0.0414718
1900,0.0432396
2000,0.0440986
2100,0.0447698
2200,0.0458167
2300,0.0464724
2400,0.0471745
2500,0.0476841
2600,0.0484056
2700,0.0486693
2800,0.0490339
2900,0.0495566
3000,0.0499794
3100,0.050158
3200,0.0502523
3300,0.0505083
3400,0.0508371
3500,0.0503956
3600,0.0506163
3700,0.0507639
3800,0.0507566
3900,0.050807
4000,0.0505183
4100,0.0503211
4200,0.0503717
4300,0.0503513
4400,0.0502422
4500,0.049743
4600,0.0487859
4700,0.0491629
4800,0.0489881
4900,0.0491043
5000,0.0487097
5100,0.0484705
5200,0.0486867
5300,0.0486973
5400,0.0486382
5500,0.0484412
5600,0.0483067
5700,0.0483718
5800,0.047862
5900,0.0478082
6000,0.0475166
6100,0.047608
6200,0.0473899
6300,0.0471466
6400,0.0470741
6500,0.0466155
6600,0.0466058
6700,0.0460816
6800,0.0459539
6900,0.0458133
7000,0.045663
7100,0.0453565
7200,0.045028
7300,0.0450862
7400,0.0447139
7500,0.0443414
7600,0.0439126
7700,0.043973
7800,0.0435783
7900,0.0432544
8000,0.0432868
8100,0.0427529
8200,0.0424984
8300,0.0422485
8400,0.0420629
8500,0.041625
8600,0.0413328
8700,0.0412106
8800,0.0407837
8900,0.0404441
9000,0.0402211
9100,0.0401145
9200,0.0402673
9300,0.040566
9400,0.0396982
9500,0.0400812
9600,0.0397574
9700,0.0395402
9800,0.0387093
9900,0.0381952
10000,0.038163
10100,0.0378511
10200,0.0377885
10300,0.0376222
10400,0.0369043
10500,0.0366136
10600,0.0358224
10700,0.0356962
10800,0.0354417
10900,0.0351272
11000,0.0348994
11100,0.0346756
11200,0.0346678
11300,0.0342882
11400,0.0340639
11500,0.0338103
11600,0.0336481
11700,0.0335612
11800,0.0333265
11900,0.0331862
12000,0.0329492
12100,0.0326681
12200,0.0325677
12300,0.032442
12400,0.0321391
12500,0.0320582
12600,0.0318988
12700,0.0317572
12800,0.0316553
12900,0.031383
13000,0.031241
13100,0.0311667
13200,0.0311214
13300,0.0307683
13400,0.0306811
13500,0.03046
13600,0.0303316
13700,0.0302772
13800,0.0299672
13900,0.0299332
14000,0.0297998
14100,0.0298362
14200,0.0307036
14300,0.0304658
14400,0.0303064
14500,0.0302044
14600,0.0299949
14700,0.0299063
14800,0.0297532
14900,0.0296439
15000,0.029646
15100,0.0294585
15200,0.0294725
15300,0.0293512
15400,0.0293679
15500,0.0292313
15600,0.0290953
15700,0.0290001
15800,0.0288617
15900,0.0288714
16000,0.0286277
16100,0.0285565
16200,0.0281437
16300,0.0281746
16400,0.0278119
16500,0.0278682
16600,0.0277666
16700,0.0276888
16800,0.0275233
16900,0.0274275
17000,0.0272784
17100,0.027156
17200,0.0270941
17300,0.0269113
17400,0.0268206
17500,0.0269094
17600,0.0267013
17700,0.026681
17800,0.026486
17900,0.0263426
18000,0.0262243
18100,0.0262073
18200,0.0260258
18300,0.025981
18400,0.025894
18500,0.0257945
18600,0.0256945
18700,0.0256142
18800,0.0254981
18900,0.0253459
19000,0.0252726
19100,0.025093
19200,0.0250356
19300,0.0249411
19400,0.0248035
19500,0.0247018
19600,0.0245777
19700,0.0245657
19800,0.0245211
19900,0.0243185
20000,0.0242326
